work,mindesks,maxdesks
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,6
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
6.825657894736837,0,5
6.825657894736837,0,5
6.825657894736837,0,5
6.825657894736837,0,5
6.825657894736837,0,5
6.825657894736837,0,5
6.825657894736837,0,5
6.825657894736837,0,5
6.825657894736837,0,5
6.825657894736837,0,5
1.0238486842105254,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
1.9452054794520452,0,5
1.9452054794520452,0,5
1.9452054794520452,0,5
1.9452054794520452,0,5
1.9452054794520452,0,5
2.6775998456492287,0,5
2.6775998456492287,0,5
2.6775998456492287,0,5
2.6775998456492287,0,5
0.7323943661971836,0,5
0.7323943661971836,0,5
0.7323943661971836,0,5
0.7323943661971836,0,5
0.7323943661971836,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
2.7388059701492553,0,5
2.7388059701492553,0,5
2.7388059701492553,0,5
2.7388059701492553,0,5
1.3694029850746277,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
2.7018095987411637,0,5
2.7018095987411637,0,5
2.7018095987411637,0,5
2.7018095987411637,0,5
2.566719118804106,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
1.9765690376569145,0,5
1.9765690376569145,0,5
1.9765690376569145,0,5
1.9765690376569145,0,5
1.9765690376569145,0,5
1.9765690376569145,0,5
1.9765690376569145,0,5
1.9765690376569145,0,5
0.6917991631799201,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.23065476190476392,0,5
0.23065476190476392,0,5
0.23065476190476392,0,5
0.23065476190476392,0,5
0.23065476190476392,0,5
0.438506955900145,0,5
0.438506955900145,0,5
0.33471231304300125,0,5
0.20785219399538113,0,5
0.20785219399538113,0,5
0.20785219399538113,0,5
0.20785219399538113,0,5
0.20785219399538113,0,5
0.17667436489607397,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
0.0,0,5
